comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен,id,original_rating,selection_score
оперативно .спасибо,0,0,0,0,0,4204705,5,6.9
спасибо огромное,0,0,0,0,0,4204633,5,5.7
"прекрасный специалист, спасибо!",0,0,0,0,0,4204564,5,10.899999999999999
спасибо большое) 👌,0,0,0,0,0,4204471,5,6.499999999999999
оперативно ответили,0,0,0,0,0,4204456,5,6.800000000000001
"на мою просьбу быстро отреагировали, позвонили и быстро решили проблему",0,0,0,0,0,4204413,5,25.6
"огромное спасибо! наконец-то решили проблему! девушка ""вела"" меня пошагово, терпеливо объясняя",0,0,0,0,0,4204394,5,33.1
спасибо за оперативное устранение аварии!,0,0,0,0,0,4204381,5,14.499999999999998
спасибо менеджеру алине,0,0,0,0,0,4204294,5,8.5
отлично. спасибо большое. четко и быстро.,0,0,0,0,0,4204166,5,14.9
все прекрасно!,0,0,0,0,0,4204057,5,4.800000000000001
"было выполнено все быстро, качественно и профессионально, спасибо!",0,0,0,0,0,4204054,5,23.6
большое спасибо!!!,0,0,0,0,0,4204032,5,6.3
"спасибо большое, двери открываются",0,0,0,0,0,4204004,5,11.9
"быстро, оперативно. спасибо!",0,0,0,0,0,4203985,5,10.3
"пришел с вопросом, девушка все рассказала, показала как сделать, вопрос решился за 5 минут. спасибо",0,0,0,0,0,4203883,5,35.4
спасибо сантехнику сергею за работы по устранению неполадки в системе гвс.,0,0,0,0,0,4203848,5,26.099999999999998
все отлично! спасибо ук и лично борису,0,0,0,0,0,4203698,5,13.900000000000002
"спасибо, очень быстро!",0,0,0,0,0,4203451,5,8.2
"спасибо, два дня у магазина ничего нет, стеллажей и мусора",0,0,0,0,0,4203344,5,21.099999999999998
спасибо за оперативное решение вопроса!,0,0,0,0,0,4203338,5,14.2
спасибо огромное! и за почищенный снег тоже!!!,0,0,0,0,0,4203334,5,16.099999999999998
теперь всё в порядке. повторное начисление убрали. спасибо!,0,0,0,0,0,4203276,5,20.6
спасибо. показания исправлены,0,0,0,0,0,4202767,5,10.0
молодцы.,0,0,0,0,0,4202721,5,2.8000000000000003
спасибо большое работу,0,0,0,0,0,4202703,5,7.8999999999999995
"супер сотрудник ! 10 и 10 баллов , профессиональный подход . спасибо.",0,0,0,0,0,4202514,5,24.799999999999997
спасибо за работу,0,0,0,0,0,4202397,5,6.2
"спасибо мастерам, что оперативно пришли.",0,0,0,0,0,4202359,5,14.5
"молодцы, доволен сантехниками",0,0,0,0,0,4202354,5,9.899999999999999
большое спасибо.,0,0,0,0,0,4202255,5,5.7
спасибо) быстро сделали ключи👍,0,0,0,0,0,4202169,5,11.100000000000001
очень быстро решили вопрос! от вызова электрика по замене ламп в коридоре до устранения неисправности прошло минут 30. неожиданно и приятно!,0,0,0,0,0,4202115,5,50.1
огромное спасибо 👍,0,0,0,0,0,4202089,5,6.499999999999999
спасибо специалисту,0,0,0,0,0,4202013,5,6.9
быстро решили проблему. спасибо.,0,0,0,0,0,4202006,5,12.2
"спасибо за быстрый отклик на заявку, к сожалению проблема не решилась, запах остался, будем ждать потоп.",0,0,0,0,0,4201573,5,37.800000000000004
огромное спасибо!!!! завтра жду мастера-фломастера,0,0,0,0,0,4201552,5,17.200000000000003
оперативно,0,0,0,0,0,4201390,5,3.7
"спасибо, все отлично!",0,0,0,0,0,4201149,5,7.3999999999999995
"все сделал быстро, качественно.",0,0,0,0,0,4201146,5,11.6
быстро среагировали! спасибо,0,0,0,0,0,4201138,5,10.0
"спасибо, мусор и дверь вынесли, но полы не помыли",0,0,0,0,0,4200782,5,17.8
"быстро отреагировали на заявку , сразу решили проблему , спасибо",0,0,0,0,0,4200630,5,23.4
"большое спасибо за оперативность, в решении данной проблемы",0,0,0,0,0,4200359,5,21.2
всё супер 👍,0,0,0,0,0,4200323,5,4.1
спасибо большое.,0,0,0,0,0,4199919,5,5.7
вопрос решили очень быстро. большое спасибо!,0,0,0,0,0,4199856,5,16.599999999999998
очень вежливый и внимательный мастер. все выяснил и починил !,0,0,0,0,0,4199634,5,21.6
спасибо большое!!!,0,0,0,0,0,4199477,5,6.3
оперативно устранили протечку.,0,0,0,0,0,4199353,5,10.799999999999999
спасибо большое за оперативность,0,0,0,0,0,4199310,5,11.4
быстро и по делу,0,0,0,0,0,4199183,5,6.3
очень доволен 👍 быстро и качественно благодарю 🤩,0,0,0,0,0,4199041,5,17.9
"быстро обработали заявку,и быстро пришли слесари",0,0,0,0,0,4198998,5,16.9
"вежливые и отзывчивые сотрудники, быстро решают все возникшие проблемы!",0,0,0,0,0,4198806,5,25.4
быстро и качественно . спасибо за работу !!!!,0,0,0,0,0,4198650,5,16.599999999999998
"очень понравился ваш сотрудник. все проверил, показал, объяснил. надеюсь с отоплением проблем не будет. спасибо",0,0,0,0,0,4198291,5,39.4
огромное спасибо. все четко. предварительно перезвонили и мастер пришел в назначенное время,0,0,0,0,0,4198286,5,31.900000000000006
разъяснения получены. спасибо!,0,0,0,0,0,4197951,5,10.3
все быстро сделали,0,0,0,0,0,4197665,5,7.0
спасибо за оперативный ответ и работу🩷,0,0,0,0,0,4197594,5,13.6
в целом быстро и оперативно,0,0,0,0,0,4197464,5,10.299999999999999
огромное спасибо за оперативность,0,0,0,0,0,4197440,5,11.700000000000001
"качественно, быстро",0,0,0,0,0,4197418,5,7.1000000000000005
качественно 🤝 особое благодарность сергею,0,0,0,0,0,4197411,5,14.7
очень быстро. спасибо,0,0,0,0,0,4197358,5,7.9
спасибо за быстрое и качественное реагирование👍🏻,0,0,0,0,0,4197343,5,16.9
спасибо за обратную связь!,0,0,0,0,0,4196966,5,9.3
"спасибо андрею , все устранил 👍🏻",0,0,0,0,0,4196705,5,11.799999999999999
"батарея полностью горячая, спасибо огромное за работу",0,0,0,0,0,4196686,5,18.599999999999998
"спасибо большое, выполнили быстро замену❤️",0,0,0,0,0,4196461,5,15.1
"спасибо за работу ,очень хороший человек.",0,0,0,0,0,4196374,5,14.600000000000001
"спасибо, мастер пришел все сделал",0,0,0,0,0,4196292,5,12.4
"очень быстро отреагировали, проблему решили",0,0,0,0,0,4196273,5,15.8
"спасибо ,очень быстро выполнили работу",0,0,0,0,0,4196155,5,14.100000000000001
"быстро и понятно, спасибо!",0,0,0,0,0,4196050,5,9.6
"очень быстро отреагировали, приехали в удобное время!",0,0,0,0,0,4196018,5,18.799999999999997
спасибо за ответ!,0,0,0,0,0,4196007,5,6.2
"спасибо, я вижу счетчики заведены в программу и отобразились в приложении",0,0,0,0,0,4195889,5,25.599999999999998
большое спасибо за выполнение работы!,0,0,0,0,0,4195801,5,13.0
спасибо! получить ключ сама не могу. прошу выдать ключ трофимова степану викторовичу 29.06.1993 г.р.,0,0,0,0,0,4195710,5,34.9
спасибо за оперативное выполнение заявки!,0,0,0,0,0,4195613,5,14.499999999999998
"ук отреагировали быстро. сантехник пришел вовремя, исправил.",0,0,0,0,0,4195451,5,21.4
"чисто ,быстро ,аккуратно",0,0,0,0,0,4195438,5,8.999999999999998
"заявку выполнили быстро ,спасибо",0,0,0,0,0,4195403,5,11.9
"большое спасибо мастерам которые чинили батарею, пришли очень быстро я даже не ожидала. все спокойно сделали. спасибо",0,0,0,0,0,4195343,5,41.900000000000006
"отлично, большое спасибо",0,0,0,0,0,4195248,5,8.5
"да неисправность устранена, но по времени не очень быстро",0,0,0,0,0,4195228,5,20.2
"мастер пришел вовремя, поменял и опломбировал счётчик, всё отлично",0,0,0,0,0,4194964,5,23.3
быстро помогли с ответом + четко выражена мысль и то что я просила - услышала,0,0,0,0,0,4194793,5,28.2
работа выполнена быстро!,0,0,0,0,0,4194765,5,8.7
оперативно и качественно,0,0,0,0,0,4194755,5,8.799999999999999
"спасибо, счетчик стал работать",0,0,0,0,0,4194745,5,10.700000000000001
спасибо! очень помогли! отличный сантехник,0,0,0,0,0,4194676,5,14.700000000000001
"спасибо большое сергею сантехнику. пришёл быстро, всё отремонтировал и дал дельные советы!!!",0,0,0,0,0,4194664,5,32.4
"заявка выполнена, спасибо за заботу.",0,0,0,0,0,4194591,5,12.7
отлично работает теперь,0,0,0,0,0,4194537,5,8.1
все понятно. спасибо,0,0,0,0,0,4194448,5,7.1000000000000005
вопрос решен. спасибо,0,0,0,0,0,4194412,5,7.9
"поплняйте, пожалуйста, своевременно. сейчас опять мало пакетов",0,0,0,0,0,4194380,5,21.199999999999996
"спасибо большое за работу, за быстрый ответ на заявку и устранения .",0,0,0,0,0,4194284,5,24.4
спасибо за оперативность !!!,0,0,0,0,0,4194213,5,10.0
большое спасибо инженеру.,0,0,0,0,0,4194143,5,8.8
спасибо станиславу большое!),0,0,0,0,0,4194109,5,9.700000000000001
идеально закрывается дверь. огромное спасибо мастеру!,0,0,0,0,0,4194080,5,18.7
все быстро и оперативно. спасибо!,0,0,0,0,0,4194058,5,12.200000000000001
спасибо большое! все оперативно устранили.,0,0,0,0,0,4193778,5,15.1
всё супер. спасибо сантехнику за решение проблемы.,0,0,0,0,0,4193401,5,17.8
спасибо за быстрое исполнение заявки,0,0,0,0,0,4193160,5,12.999999999999998
"спасибо за оперативную работу,вопрос решен.",0,0,0,0,0,4193119,5,15.600000000000001
"оперативно, качественно, проффессионально.",0,0,0,0,0,4192998,5,14.399999999999999
спасибо! все оперативно и быстро было сделано! 👍🏻,0,0,0,0,0,4192859,5,18.0
спасибо за порядок на нашей площадке,0,0,0,0,0,4192829,5,12.899999999999999
отработали оперативно,0,0,0,0,0,4192809,5,7.4
"быстро, класс!",0,0,0,0,0,4192803,5,5.300000000000001
все оперативно. спасибо,0,0,0,0,0,4192791,5,8.299999999999999
"все быстро , четко , спасибо !",0,0,0,0,0,4192700,5,11.200000000000001
быстро и качественно!,0,0,0,0,0,4192554,5,7.9
"оперативно и быстро все сделали, что требовалось.",0,0,0,0,0,4192384,5,17.799999999999997
первый раз за 5 лет заявка выполнена как полагается и оперативно! спасибо!,0,0,0,0,0,4192338,5,26.6
"быстро отреагировали, техник позвонил, что-то где-то сделал, отопление снова греет. спасибо.",0,0,0,0,0,4192327,5,32.3
отреагировали моментально. сантехник нашел причину быстро и устранил быстро. спасибо большое.,0,0,0,0,0,4192161,5,32.8
"отличная работа, быстро и качественно",0,0,0,0,0,4191863,5,13.5
"отличная работа, быстро, качественно 🙌",0,0,0,0,0,4191852,5,13.8
"спасибо за ремонт, приступили к работам в тот же день!",0,0,0,0,0,4191795,5,19.5
"спасибо, мастер пришёл очень быстро.",0,0,0,0,0,4191625,5,13.5
"спасибо! очень быстро отреагировали и заменили лампу не только на 2 этаже, но и на первом. благодарю!",0,0,0,0,0,4191616,5,35.99999999999999
сделали все быстро,0,0,0,0,0,4191610,5,7.0
быстро сделали. спасибо.,0,0,0,0,0,4191609,5,9.1
"спасибо, хорошо убрали!",0,0,0,0,0,4191309,5,8.200000000000001
очень чисто. спасибо за уборку,0,0,0,0,0,4191296,5,10.9
большое спасибо. все выполнено оперативно и качественно,0,0,0,0,0,4191260,5,19.599999999999998
спасибо большое !,0,0,0,0,0,4191131,5,6.2
"спасибо, заявка выполнена.",0,0,0,0,0,4191047,5,9.1
спасибо большое за оперативный ответ,0,0,0,0,0,4191031,5,12.999999999999998
на заявку отреагировали ночью мгновенно. течь устранена операивно и качественно! спасибо всем и виктору персонально!,0,0,0,0,0,4190995,5,40.699999999999996
"спасибо,оперативно отреагировали, перекрыли воду",0,0,0,0,0,4190986,5,16.6
"выполнено, спасибо",0,0,0,0,0,4190976,5,6.3
очень быстро решил проблему,0,0,0,0,0,4190855,5,10.600000000000001
спасибо большое!!! вы очень аперативные,0,0,0,0,0,4190830,5,13.8
все оперативно устранили,0,0,0,0,0,4190827,5,8.799999999999999
"хорошо, что решили вопрос. но тем не менее, человек менее внимательный не обратил бы внимание на пришедший повторный счёт за коммуналку и оплатил его бы дважды.",0,0,0,0,0,4190748,5,56.6
"четко, оперативно",0,0,0,0,0,4190727,5,6.2
спасибо за работу!,0,0,0,0,0,4190707,5,6.499999999999999
очень быстро отреагировали,0,0,0,0,0,4190639,5,9.3
"спасибо, что быстро исправили👌👍💖",0,0,0,0,0,4190484,5,11.5
все оперативно и качественно,0,0,0,0,0,4190348,5,10.200000000000001
все быстро и хорошо,0,0,0,0,0,4190280,5,7.2
"долго, но всё равно, спасибо",0,0,0,0,0,4190237,5,9.9
"спасибо , быстро отреагировали!",0,0,0,0,0,4190112,5,11.1
"оперативно, доброжелательно и качественно! огромное спасибо за помощь.",0,0,0,0,0,4189998,5,24.5
быстро и вовремя,0,0,0,0,0,4189874,5,6.1000000000000005
"огромное спасибо за мгновенную помощь!! очень приятно, что так быстро среагировали и понятно объяснили, какие кнопки нажимать!! теперь я знаю, что делать в подобных случаях, ещё раз спасибо))",0,0,0,0,0,4189813,5,67.60000000000001
быстро сработали!,0,0,0,0,0,4189802,5,6.2
огромное спасибо за оперативную помощь.,0,0,0,0,0,4189612,5,13.899999999999999
работает. спасибо,0,0,0,0,0,4189606,5,6.0
всё решили быстро,0,0,0,0,0,4189591,5,6.699999999999999
спасибо огромное андрею! мастер своего дела,0,0,0,0,0,4189200,5,15.700000000000001
ура! спасибо большое! а можно их ещё отрегулировать? чтобы медленно закрывались двери?,0,0,0,0,0,4188873,5,30.100000000000005
вот это скорость выполнения заявки 🔥 вот это я понимаю! в пример всем остальным! спасибо большое! 👍🏽👏🏽,0,0,0,0,0,4188867,5,35.699999999999996
пришли быстро. всё исправили. на щитке как оказалось у многих плохо прикручены контакты. спасибо,0,0,0,0,0,4188691,5,34.3
"оперативно, качественно и доброжелательно!",0,0,0,0,0,4188688,5,14.6
благодарю за выполненную работу.быстро и качественно,0,0,0,0,0,4188649,5,18.299999999999997
спасибо огромное !🙏🏼,0,0,0,0,0,4188519,5,7.1000000000000005
отличная работа! спасибо!,0,0,0,0,0,4188411,5,8.8
спасибо большое за оперативность!!!,0,0,0,0,0,4188404,5,12.3
оперативно помогли,0,0,0,0,0,4188357,5,6.5
"спасибо большое , в квартире а в правду очень тепло стало как сделали отопление . вот что значит опытные сантехники",0,0,0,0,0,4188256,5,40.9
добрый день. спасибо за понимание и быстрое решение!,0,0,0,0,0,4188140,5,18.800000000000004
спасибо за решение проблемы!,0,0,0,0,0,4188136,5,10.200000000000001
большое вам спасибо :),0,0,0,0,0,4188057,5,8.1
спасибо! оперативно все починили,0,0,0,0,0,4188030,5,11.4
мастер оперативно нашел причину протечки,0,0,0,0,0,4188008,5,14.6
отлично !!!все устранили в кратчайший срок.благодарю!,0,0,0,0,0,4187925,5,18.3
мастер супер! спасибо огромное!,0,0,0,0,0,4187591,5,11.299999999999999
спасибо огромное!!! всё профессионально,0,0,0,0,0,4187529,5,13.5
"всё работает, спасибо!!!",0,0,0,0,0,4187508,5,8.3
супер мастер !!!,0,0,0,0,0,4187443,5,6.1000000000000005
спасибо огромное.у нас в самолёте первоклассные специалисты.👍,0,0,0,0,0,4187271,5,20.900000000000002
ну здесь в целом могу сказать что заявку выполнили👍🏻 здесь вам спасибо,0,0,0,0,0,4187234,5,25.2
спасибо большое за компетентное разъяснение вопроса!,0,0,0,0,0,4187231,5,18.2
"очень понравилось насколько качественно была выполнена работа по устранениию течи в стояке, по устранению последствий аварии. грачев михаил и голубев(прошу прощения не знаю имени) очень качественно, на высшем уровне выполнили свою работу, даже профессинал высоко оценил.",0,0,0,0,0,4187157,5,94.39999999999999
супер мастер! протечка устранена ! спасибо !,0,0,0,0,0,4187124,5,15.799999999999999
"удивлен, что так быстро среагировали",0,0,0,0,0,4186976,5,12.7
все супер. отличный спокойный мастер,0,0,0,0,0,4186936,5,12.9
большой спасибо татьяне 🙏,0,0,0,0,0,4186872,5,9.000000000000002
"шум прошел. надеюсь не повторится, спасибо.",0,0,0,0,0,4186811,5,15.200000000000003
"спасибо, очень быстро всё сделали.",0,0,0,0,0,4186802,5,12.7
оперативно пришел сотрудник и нашел источник протечки,0,0,0,0,0,4186370,5,19.099999999999998
быстро приняли меры.,0,0,0,0,0,4186346,5,7.499999999999999
все сделано грамотно и оперативно,0,0,0,0,0,4186199,5,11.8
спасибо за быструю и качественную работу!,0,0,0,0,0,4186128,5,14.999999999999998
оперативно.,0,0,0,0,0,4186093,5,4.0
"быстро, качественно,результативно 👍👍👍спасибо",0,0,0,0,0,4186065,5,15.299999999999999
спасибо большое. все быстро починили.,0,0,0,0,0,4186063,5,13.299999999999999
"оперативно разрешили данную проблему! надеюсь, что больше в данном месте после сварки протекать не будет",0,0,0,0,0,4185970,5,37.3
"спасибо сантехнику валерию , что устранил гул у соседей",0,0,0,0,0,4185965,5,19.900000000000002
батарея в ванной горячая. спасибо.,0,0,0,0,0,4185904,5,12.1
огромное спасибо слесарям. пришли быстро. все устранили.,0,0,0,0,0,4185836,5,20.099999999999998
"спасибо , все сделал мастер",0,0,0,0,0,4185701,5,10.4
"спасибо большое, все быстро и по делу",0,0,0,0,0,4185653,5,13.7
"спасибо, все сделали от начала заявки до регулировки батареи за 40 минут. очень толковый работник пришел",0,0,0,0,0,4185499,5,37.300000000000004
"спасибо, очень оперативно",0,0,0,0,0,4185464,5,9.1
"вопрос решен, спасибо!",0,0,0,0,0,4185299,5,8.2
спасибо. заменили лампу,0,0,0,0,0,4185154,5,8.200000000000001
"мастер быстро отреагировал, сразу пришел , проблему решили",0,0,0,0,0,4184905,5,21.599999999999998
очень оперативно. спасибо !,0,0,0,0,0,4184830,5,9.9
оперативно исправили,0,0,0,0,0,4184692,5,7.4
"спасибо, всё быстро и качественно",0,0,0,0,0,4184636,5,12.200000000000001
"отлично!спасибо,мастер все установил как нужно.",0,0,0,0,0,4184497,5,16.5
спасибо за ликвидацию аварии!!,0,0,0,0,0,4184450,5,10.500000000000002
мастер подошёл в течении 3 минут. спасибо огромное.,0,0,0,0,0,4184444,5,18.5
спасибо юлии и ерлану за решение вопроса!,0,0,0,0,0,4184401,5,15.1
быстро пришли. течь устранили.,0,0,0,0,0,4184362,5,11.200000000000001
спасибо за оперативную работу,0,0,0,0,0,4184265,5,10.5
спасибо 🎄,0,0,0,0,0,4184249,5,3.3999999999999995
спасибо большое. все хорошо сделали!,0,0,0,0,0,4183926,5,12.999999999999998
большое спасибо менеджеру репиной светлане за оперативное решение проблемы,0,0,0,0,0,4183879,5,26.599999999999998
быстро устранили течь в шахте,0,0,0,0,0,4183869,5,11.1
спасибо! очень оперативно несмотря на праздники.,0,0,0,0,0,4183772,5,16.8
"очень приятно, что так оперативно отреагировали и решили вопрос. спасибо большое!",0,0,0,0,0,4183642,5,29.099999999999998
"супер, спасибо",0,0,0,0,0,4183553,5,5.1000000000000005
быстро и хорошо. спасибо!,0,0,0,0,0,4183495,5,9.3
починили быстро! спасибо!,0,0,0,0,0,4183490,5,9.1
"великолепный человек, включил всё, мы проверили работают ли все лампы и тд, объяснил что можно сделать в следующий раз в такой ситуации, спасибо ему!<3",0,0,0,0,0,4183486,5,53.4
спасибо))),0,0,0,0,0,4183229,5,3.5
"оперативно, молодцы",0,0,0,0,0,4183086,5,6.800000000000001
"оперативно. спасибо, что не заставили ждать окончания праздников. с новым годом",0,0,0,0,0,4182972,5,27.9
"все мастер поправил, работает. спасибо большое!",0,0,0,0,0,4182649,5,16.700000000000003
"услуга была оказана качественно, но не своевременно (спустя 10 дней после запроса)",0,0,0,0,0,4181848,5,28.7
спасибо за оперативность в тот день 👍,0,0,0,0,0,4181240,5,13.7
"течь устранена оперативно. работа выполнена качественно, спасибо большое вячеславу за помощь.",0,0,0,0,0,4180938,5,32.8
оперативно устранили проблему. вежливый мастер. все чётко и по делу! спасибо,0,0,0,0,0,4180924,5,27.9
спасибо 👍теперь все работает.,0,0,0,0,0,4180841,5,10.0
спасибо мастерам! они отлично выполнили свою работу,0,0,0,0,0,4180245,5,18.799999999999997
спасибо большое. все очень быстро и удобно.,0,0,0,0,0,4178763,5,15.700000000000001
спасибо за отмену заявки по моей просьбе,0,0,0,0,0,4178642,5,14.500000000000002
"спасибо, теперь всё работает.",0,0,0,0,0,4178205,5,10.200000000000001
"очень хорошо убрали, спасибо",0,0,0,0,0,4178055,5,10.100000000000001
быстро отреагировали на заявку и опломбировали то же быстро. осталась довольна. спасибо,0,0,0,0,0,4176769,5,30.5
"все быстро и оперативно, спасибо!",0,0,0,0,0,4176486,5,12.200000000000001
"оперативно, благодарю",0,0,0,0,0,4174851,5,7.7
"все ок, спасибо",0,0,0,0,0,4174828,5,5.3999999999999995
"мастер просто супер! сделал всё на высшем уровне, спасибо большое 👍",0,0,0,0,0,4174244,5,24.399999999999995
спасибо огромное за перепрограммирование,0,0,0,0,0,4172321,5,13.500000000000002
всё быстро сделали),0,0,0,0,0,4169592,5,7.300000000000001
все понятно спасибо,0,0,0,0,0,4169073,5,6.8
"спасибо, хоть и очень не оперативно, заявка выполнена",0,0,0,0,0,4167943,5,18.900000000000002
большое спасибо марине за контроль уборки . надеюсь что так будет всегда.,0,0,0,0,0,4164707,5,25.999999999999996
спасибо большое всё идеально,0,0,0,0,0,4163143,5,9.900000000000002
"по состоянию на 18:12, 28.01 оба лифта работают, спасибо !!!!!!!!!!",0,0,0,0,0,4158342,5,23.2
молодцы!,0,0,0,0,0,4155972,5,2.8000000000000003
большое спасибо за решение проблемы,0,0,0,0,0,4150415,5,12.7
спасибо! спускаем воздух регулярно,0,0,0,0,0,4149082,5,11.9
"даже никто и не подходил к отвалившейся плитке, каким образом стоит статус выполнено ? свершилось чудо целый месяц приклеивали, спасибо и на этом",0,0,0,0,0,4147013,5,51.199999999999996
"-1 звезда за то,что не оперативно реагируете на заявки банальные",0,0,0,0,0,4145398,5,22.5
отлично! спасибо),0,0,0,0,0,4140794,5,6.0
"огромная благодарность службе клининга за решение непростого, но очень важного вопроса! навели идеальный порядок на указанных этажах, эвакуационные лестницы свободны! впечатлили, спасибо вам🙏💕",0,0,0,0,0,4126095,5,66.7
"молодцы, спасибо.",0,0,0,0,0,4124266,5,6.0
"большое спасибо за качественную,быструю и профессиональную работу!!!",0,0,0,0,0,4086655,5,23.999999999999996
всё отлично!,0,0,0,0,0,4085948,5,4.2
спасибо большое 🙏🙏🙏🫶🫶🫶,0,0,0,0,0,4078781,5,7.7
на конец то. спасибо.,0,0,0,0,0,4077923,5,7.6
"работа выполнена, большое спасибо",0,0,0,0,0,4076583,5,11.600000000000001
спасибо! наконец-то всё работает.,0,0,0,0,0,4024016,5,11.200000000000001
все оперативно.,0,0,0,0,0,3983227,5,5.4
"все отлично, проблема решена",0,0,0,0,0,3798582,5,10.100000000000001
"16.03.2024 г ребята установили кондиционер. работа сделана качественно, без лишнего шума, грязи и быстро. михаил (менеджер) ответил на все вопросы, предоставил всю информацию, дал профессиональные советы и отправил прекрасную бригаду: николая (альпинист-монтажник) и сергея - сёма (монтажник- электрик). ребята вежливые, аккуратные, доброжелательные. отличные работники. благодарю за профессионализм и заинтересованность в клиенте!",0,0,0,0,0,3478532,5,148.7
